event,mid,best_ask,best_bid,buy_market_vol,sell_market_vol,buy_limit_vol,sell_limit_vol,buy_cancel_vol,sell_cancel_vol,lvl0_ask_p,lvl0_ask_v,lvl0_bid_p,lvl0_bid_v,lvl1_ask_p,lvl1_ask_v,lvl1_bid_p,lvl1_bid_v,lvl2_ask_p,lvl2_ask_v,lvl2_bid_p,lvl2_bid_v,lvl3_ask_p,lvl3_ask_v,lvl3_bid_p,lvl3_bid_v,lvl4_ask_p,lvl4_ask_v,lvl4_bid_p,lvl4_bid_v,lvl5_ask_p,lvl5_ask_v,lvl5_bid_p,lvl5_bid_v,lvl6_ask_p,lvl6_ask_v,lvl6_bid_p,lvl6_bid_v,lvl7_ask_p,lvl7_ask_v,lvl7_bid_p,lvl7_bid_v,lvl8_ask_p,lvl8_ask_v,lvl8_bid_p,lvl8_bid_v,lvl9_ask_p,lvl9_ask_v,lvl9_bid_p,lvl9_bid_v
4783,12.055,12.06,12.05,46.0,49.0,36.0,58.0,64.0,9.0,12.06,14200.0,12.05,6900.0,12.07,14200.0,12.04,17400.0,12.08,18000.0,12.03,15700.0,12.09,14400.0,12.02,10300.0,12.1,2800.0,12.01,10300.0,12.11,15900.0,12.0,9800.0,12.12,18600.0,11.99,11200.0,12.13,1100.0,11.98,17300.0,12.14,9400.0,11.97,2400.0,12.15,14000.0,11.96,8300.0
4784,12.049999,12.07,12.03,35.0,34.0,33.0,65.0,28.0,54.0,12.07,15900.0,12.03,15200.0,12.08,19000.0,12.02,19300.0,12.09,15300.0,12.01,3900.0,12.1,16500.0,12.0,1800.0,12.11,9700.0,11.99,16200.0,12.12,18100.0,11.98,19400.0,12.13,3400.0,11.97,14500.0,12.14,2500.0,11.96,11500.0,12.15,7600.0,11.95,5400.0,12.16,15200.0,11.94,19200.0
4785,12.040001,12.06,12.02,19.0,2.0,37.0,52.0,31.0,48.0,12.06,7500.0,12.02,14700.0,12.07,15500.0,12.01,14100.0,12.08,7300.0,12.0,17700.0,12.09,14400.0,11.99,17600.0,12.1,5600.0,11.98,2500.0,12.11,14000.0,11.97,1300.0,12.12,4700.0,11.96,5200.0,12.13,4600.0,11.95,18200.0,12.14,17600.0,11.94,11100.0,12.15,13800.0,11.93,13300.0
4786,12.035,12.05,12.02,63.0,53.0,39.0,74.0,54.0,62.0,12.05,17500.0,12.02,7500.0,12.06,14300.0,12.01,9000.0,12.07,10600.0,12.0,6700.0,12.08,15300.0,11.99,18800.0,12.09,19600.0,11.98,8800.0,12.1,2600.0,11.97,16800.0,12.11,1500.0,11.96,3900.0,12.12,17900.0,11.95,7000.0,12.13,11300.0,11.94,4400.0,12.14,6000.0,11.93,6500.0
4787,12.040001,12.06,12.02,54.0,15.0,77.0,72.0,9.0,42.0,12.06,5100.0,12.02,13600.0,12.07,13800.0,12.01,3600.0,12.08,19500.0,12.0,11100.0,12.09,14700.0,11.99,1000.0,12.1,8300.0,11.98,19600.0,12.11,17300.0,11.97,1600.0,12.12,13800.0,11.96,15300.0,12.13,3600.0,11.95,17500.0,12.14,4400.0,11.94,19900.0,12.15,1100.0,11.93,13300.0
4788,12.049999,12.07,12.03,37.0,59.0,10.0,52.0,77.0,24.0,12.07,5500.0,12.03,12500.0,12.08,15500.0,12.02,11500.0,12.09,15100.0,12.01,15500.0,12.1,7200.0,12.0,17500.0,12.11,2500.0,11.99,11000.0,12.12,15300.0,11.98,14600.0,12.13,7000.0,11.97,19200.0,12.14,19700.0,11.96,3100.0,12.15,2800.0,11.95,12200.0,12.16,4500.0,11.94,2200.0
4789,12.055,12.07,12.04,29.0,22.0,13.0,55.0,17.0,19.0,12.07,16400.0,12.04,9200.0,12.08,17400.0,12.03,14700.0,12.09,13500.0,12.02,8200.0,12.1,15100.0,12.01,2900.0,12.11,6800.0,12.0,16700.0,12.12,13900.0,11.99,5600.0,12.13,17100.0,11.98,10500.0,12.14,14900.0,11.97,3800.0,12.15,3600.0,11.96,19700.0,12.16,18300.0,11.95,8200.0
4790,12.035,12.04,12.03,17.0,54.0,31.0,26.0,18.0,7.0,12.04,18600.0,12.03,16600.0,12.05,6100.0,12.02,8300.0,12.06,11000.0,12.01,7600.0,12.07,6400.0,12.0,5500.0,12.08,13100.0,11.99,8600.0,12.09,19300.0,11.98,17600.0,12.1,2800.0,11.97,13500.0,12.11,13000.0,11.96,2000.0,12.12,16000.0,11.95,11200.0,12.13,16800.0,11.94,10400.0
4791,12.025,12.05,12.0,50.0,13.0,31.0,1.0,62.0,15.0,12.05,9000.0,12.0,14000.0,12.06,15500.0,11.99,15300.0,12.07,10100.0,11.98,11700.0,12.08,19800.0,11.97,17600.0,12.09,8500.0,11.96,13100.0,12.1,4100.0,11.95,7400.0,12.11,11200.0,11.94,8100.0,12.12,18600.0,11.93,17300.0,12.13,1500.0,11.92,5900.0,12.14,3900.0,11.91,3700.0
4792,12.025,12.04,12.01,68.0,49.0,39.0,22.0,22.0,40.0,12.04,11300.0,12.01,15200.0,12.05,14800.0,12.0,9100.0,12.06,8700.0,11.99,5300.0,12.07,17300.0,11.98,16700.0,12.08,7900.0,11.97,4500.0,12.09,9900.0,11.96,14900.0,12.1,6200.0,11.95,7400.0,12.11,3800.0,11.94,14500.0,12.12,17700.0,11.93,15600.0,12.13,16200.0,11.92,3900.0
4793,12.030001,12.05,12.01,52.0,9.0,78.0,66.0,36.0,72.0,12.05,17400.0,12.01,16600.0,12.06,7000.0,12.0,12700.0,12.07,2300.0,11.99,17300.0,12.08,1000.0,11.98,1500.0,12.09,12700.0,11.97,15300.0,12.1,16500.0,11.96,19700.0,12.11,1300.0,11.95,14300.0,12.12,7000.0,11.94,18400.0,12.13,6500.0,11.93,8800.0,12.14,6600.0,11.92,14300.0
4794,12.035,12.06,12.01,0.0,23.0,46.0,59.0,75.0,29.0,12.06,18100.0,12.01,11700.0,12.07,7600.0,12.0,7300.0,12.08,13900.0,11.99,12800.0,12.09,5500.0,11.98,7800.0,12.1,18900.0,11.97,19000.0,12.11,8300.0,11.96,16100.0,12.12,2300.0,11.95,17500.0,12.13,7000.0,11.94,13000.0,12.14,12700.0,11.93,16900.0,12.15,19100.0,11.92,7900.0
4795,12.030001,12.04,12.02,53.0,61.0,20.0,44.0,15.0,46.0,12.04,11200.0,12.02,13500.0,12.05,12100.0,12.01,7300.0,12.06,8200.0,12.0,12200.0,12.07,18800.0,11.99,2300.0,12.08,5300.0,11.98,16000.0,12.09,12300.0,11.97,9000.0,12.1,7700.0,11.96,19600.0,12.11,17700.0,11.95,17300.0,12.12,6400.0,11.94,12600.0,12.13,19200.0,11.93,6000.0
4796,12.030001,12.05,12.01,35.0,21.0,21.0,44.0,8.0,21.0,12.05,4900.0,12.01,12900.0,12.06,4700.0,12.0,15300.0,12.07,17300.0,11.99,9900.0,12.08,19800.0,11.98,12200.0,12.09,8800.0,11.97,17600.0,12.1,12800.0,11.96,3600.0,12.11,17300.0,11.95,10400.0,12.12,7500.0,11.94,17400.0,12.13,15600.0,11.93,8400.0,12.14,19700.0,11.92,17700.0
4797,12.035,12.04,12.03,54.0,33.0,8.0,0.0,49.0,67.0,12.04,4200.0,12.03,11600.0,12.05,13100.0,12.02,8600.0,12.06,11100.0,12.01,19800.0,12.07,11700.0,12.0,4000.0,12.08,17200.0,11.99,7500.0,12.09,4100.0,11.98,5100.0,12.1,16700.0,11.97,19600.0,12.11,4500.0,11.96,3800.0,12.12,19400.0,11.95,3200.0,12.13,11600.0,11.94,6000.0
4798,12.035,12.06,12.01,30.0,34.0,1.0,15.0,2.0,6.0,12.06,4700.0,12.01,12500.0,12.07,4300.0,12.0,6000.0,12.08,13300.0,11.99,7200.0,12.09,19700.0,11.98,11100.0,12.1,3100.0,11.97,13000.0,12.11,12500.0,11.96,12000.0,12.12,19200.0,11.95,12600.0,12.13,15300.0,11.94,13700.0,12.14,5800.0,11.93,17600.0,12.15,13800.0,11.92,13800.0
4799,12.025,12.03,12.02,33.0,20.0,23.0,64.0,51.0,21.0,12.03,2400.0,12.02,14600.0,12.04,2700.0,12.01,8500.0,12.05,11600.0,12.0,18900.0,12.06,4400.0,11.99,16300.0,12.07,11100.0,11.98,12000.0,12.08,18300.0,11.97,9500.0,12.09,3500.0,11.96,1300.0,12.1,7700.0,11.95,19700.0,12.11,5100.0,11.94,3600.0,12.12,1600.0,11.93,10600.0
4800,12.025,12.04,12.01,36.0,46.0,56.0,73.0,19.0,79.0,12.04,7800.0,12.01,7400.0,12.05,12300.0,12.0,7100.0,12.06,2000.0,11.99,8900.0,12.07,15000.0,11.98,11800.0,12.08,18700.0,11.97,1100.0,12.09,2100.0,11.96,3900.0,12.1,1600.0,11.95,12600.0,12.11,12800.0,11.94,15000.0,12.12,4900.0,11.93,13800.0,12.13,4300.0,11.92,19800.0
4801,12.04,12.05,12.03,49.0,24.0,66.0,61.0,26.0,37.0,12.05,5700.0,12.03,1900.0,12.06,4400.0,12.02,10700.0,12.07,14500.0,12.01,8900.0,12.08,7000.0,12.0,4700.0,12.09,3300.0,11.99,17900.0,12.1,15100.0,11.98,3700.0,12.11,3900.0,11.97,10500.0,12.12,7600.0,11.96,4600.0,12.13,9300.0,11.95,9200.0,12.14,12000.0,11.94,16000.0
4802,12.035,12.04,12.03,67.0,42.0,55.0,16.0,31.0,62.0,12.04,6200.0,12.03,14300.0,12.05,14800.0,12.02,14300.0,12.06,18600.0,12.01,5000.0,12.07,14900.0,12.0,1400.0,12.08,7300.0,11.99,14600.0,12.09,18600.0,11.98,3000.0,12.1,14800.0,11.97,8400.0,12.11,11100.0,11.96,17000.0,12.12,17200.0,11.95,8700.0,12.13,17600.0,11.94,9800.0
4803,12.035,12.05,12.02,72.0,63.0,79.0,79.0,11.0,20.0,12.05,5300.0,12.02,19200.0,12.06,7800.0,12.01,18200.0,12.07,18400.0,12.0,2700.0,12.08,14500.0,11.99,17400.0,12.09,4900.0,11.98,10300.0,12.1,19700.0,11.97,16100.0,12.11,7400.0,11.96,7600.0,12.12,3000.0,11.95,19100.0,12.13,17700.0,11.94,16100.0,12.14,8600.0,11.93,9500.0
4804,12.035,12.06,12.01,14.0,60.0,19.0,39.0,72.0,66.0,12.06,8100.0,12.01,7800.0,12.07,2200.0,12.0,5000.0,12.08,12600.0,11.99,6200.0,12.09,3900.0,11.98,9300.0,12.1,16300.0,11.97,7700.0,12.11,15300.0,11.96,13200.0,12.12,7200.0,11.95,13000.0,12.13,10600.0,11.94,4600.0,12.14,9000.0,11.93,5900.0,12.15,11400.0,11.92,1800.0
4805,12.025,12.03,12.02,5.0,18.0,49.0,38.0,45.0,12.0,12.03,2500.0,12.02,8200.0,12.04,10700.0,12.01,9900.0,12.05,2500.0,12.0,2900.0,12.06,2900.0,11.99,2600.0,12.07,16800.0,11.98,6000.0,12.08,16000.0,11.97,10300.0,12.09,19800.0,11.96,19600.0,12.1,12400.0,11.95,18300.0,12.11,8600.0,11.94,8500.0,12.12,3300.0,11.93,11500.0
4806,12.04,12.05,12.03,66.0,54.0,61.0,33.0,28.0,34.0,12.05,13500.0,12.03,11600.0,12.06,5300.0,12.02,7500.0,12.07,5800.0,12.01,17200.0,12.08,3500.0,12.0,6500.0,12.09,7200.0,11.99,9100.0,12.1,6800.0,11.98,18200.0,12.11,10600.0,11.97,7500.0,12.12,7400.0,11.96,10700.0,12.13,7800.0,11.95,17500.0,12.14,3300.0,11.94,7200.0
4807,12.035,12.04,12.03,62.0,60.0,79.0,62.0,45.0,31.0,12.04,9200.0,12.03,19200.0,12.05,6600.0,12.02,4800.0,12.06,8500.0,12.01,13900.0,12.07,19700.0,12.0,2100.0,12.08,13200.0,11.99,11200.0,12.09,7400.0,11.98,4000.0,12.1,13500.0,11.97,12900.0,12.11,3500.0,11.96,12700.0,12.12,10700.0,11.95,8900.0,12.13,11100.0,11.94,18500.0
4808,12.035,12.04,12.03,22.0,44.0,23.0,56.0,25.0,73.0,12.04,9200.0,12.03,17900.0,12.05,1500.0,12.02,14900.0,12.06,15200.0,12.01,14600.0,12.07,8000.0,12.0,2200.0,12.08,2000.0,11.99,7100.0,12.09,3300.0,11.98,4800.0,12.1,1300.0,11.97,8300.0,12.11,18200.0,11.96,3000.0,12.12,7900.0,11.95,7000.0,12.13,9300.0,11.94,11800.0
4809,12.04,12.05,12.03,10.0,58.0,14.0,57.0,36.0,0.0,12.05,18400.0,12.03,4100.0,12.06,6700.0,12.02,3000.0,12.07,1800.0,12.01,14400.0,12.08,6500.0,12.0,5600.0,12.09,9400.0,11.99,10000.0,12.1,9200.0,11.98,16900.0,12.11,13900.0,11.97,8100.0,12.12,4600.0,11.96,2800.0,12.13,14400.0,11.95,15900.0,12.14,14200.0,11.94,15000.0
4810,12.035,12.05,12.02,10.0,33.0,78.0,0.0,11.0,76.0,12.05,13100.0,12.02,12500.0,12.06,19300.0,12.01,11200.0,12.07,18100.0,12.0,15200.0,12.08,9300.0,11.99,7700.0,12.09,4100.0,11.98,7200.0,12.1,10900.0,11.97,12900.0,12.11,17000.0,11.96,4100.0,12.12,4000.0,11.95,13000.0,12.13,1300.0,11.94,17400.0,12.14,5100.0,11.93,10700.0
4811,12.040001,12.06,12.02,37.0,5.0,50.0,39.0,77.0,71.0,12.06,2400.0,12.02,2500.0,12.07,17900.0,12.01,13500.0,12.08,18800.0,12.0,17500.0,12.09,19700.0,11.99,4700.0,12.1,14900.0,11.98,12600.0,12.11,5000.0,11.97,4700.0,12.12,8400.0,11.96,16500.0,12.13,9800.0,11.95,5800.0,12.14,12000.0,11.94,12900.0,12.15,12700.0,11.93,12100.0
4812,12.040001,12.06,12.02,22.0,46.0,62.0,10.0,62.0,25.0,12.06,8200.0,12.02,8100.0,12.07,8200.0,12.01,18100.0,12.08,9200.0,12.0,18100.0,12.09,7000.0,11.99,7400.0,12.1,7600.0,11.98,7600.0,12.11,7100.0,11.97,13400.0,12.12,19200.0,11.96,6300.0,12.13,6700.0,11.95,6700.0,12.14,5500.0,11.94,1300.0,12.15,1000.0,11.93,2700.0
4813,12.040001,12.06,12.02,13.0,72.0,47.0,13.0,25.0,35.0,12.06,3800.0,12.02,13500.0,12.07,3400.0,12.01,7000.0,12.08,9800.0,12.0,2500.0,12.09,10000.0,11.99,18600.0,12.1,1100.0,11.98,6600.0,12.11,2600.0,11.97,4900.0,12.12,16900.0,11.96,10900.0,12.13,7500.0,11.95,16700.0,12.14,18400.0,11.94,17500.0,12.15,10600.0,11.93,6700.0
4814,12.040001,12.06,12.02,64.0,38.0,11.0,58.0,43.0,59.0,12.06,10600.0,12.02,15100.0,12.07,9200.0,12.01,10900.0,12.08,15600.0,12.0,12300.0,12.09,15300.0,11.99,9300.0,12.1,16300.0,11.98,4300.0,12.11,14200.0,11.97,16500.0,12.12,8900.0,11.96,11300.0,12.13,12600.0,11.95,8600.0,12.14,10100.0,11.94,13800.0,12.15,15100.0,11.93,9000.0
4815,12.030001,12.04,12.02,62.0,45.0,10.0,35.0,40.0,9.0,12.04,17800.0,12.02,17100.0,12.05,14800.0,12.01,3500.0,12.06,8300.0,12.0,1500.0,12.07,18600.0,11.99,11800.0,12.08,7300.0,11.98,5800.0,12.09,13900.0,11.97,3200.0,12.1,7900.0,11.96,1500.0,12.11,15100.0,11.95,15600.0,12.12,15100.0,11.94,19200.0,12.13,10200.0,11.93,12600.0
4816,12.025,12.05,12.0,42.0,53.0,25.0,73.0,4.0,21.0,12.05,17400.0,12.0,15600.0,12.06,9700.0,11.99,16900.0,12.07,15600.0,11.98,16300.0,12.08,10200.0,11.97,7200.0,12.09,15700.0,11.96,1000.0,12.1,17600.0,11.95,12900.0,12.11,16700.0,11.94,19000.0,12.12,14800.0,11.93,17800.0,12.13,13100.0,11.92,1000.0,12.14,8100.0,11.91,18100.0
4817,12.025,12.03,12.02,2.0,67.0,49.0,12.0,50.0,37.0,12.03,5300.0,12.02,1200.0,12.04,8900.0,12.01,11000.0,12.05,10400.0,12.0,17200.0,12.06,4300.0,11.99,8900.0,12.07,12300.0,11.98,13900.0,12.08,16900.0,11.97,5400.0,12.09,17700.0,11.96,19400.0,12.1,19800.0,11.95,1800.0,12.11,8000.0,11.94,13000.0,12.12,6500.0,11.93,1600.0
4818,12.040001,12.06,12.02,11.0,39.0,76.0,76.0,41.0,64.0,12.06,6000.0,12.02,1700.0,12.07,15000.0,12.01,6100.0,12.08,13600.0,12.0,1200.0,12.09,16000.0,11.99,4900.0,12.1,5500.0,11.98,3900.0,12.11,2500.0,11.97,18300.0,12.12,18800.0,11.96,1700.0,12.13,6100.0,11.95,12600.0,12.14,11700.0,11.94,13700.0,12.15,18200.0,11.93,16500.0
4819,12.025,12.03,12.02,56.0,25.0,42.0,24.0,55.0,69.0,12.03,6900.0,12.02,7900.0,12.04,7400.0,12.01,4400.0,12.05,11700.0,12.0,3300.0,12.06,3100.0,11.99,3700.0,12.07,15100.0,11.98,10900.0,12.08,6700.0,11.97,12300.0,12.09,14600.0,11.96,15900.0,12.1,9700.0,11.95,16200.0,12.11,7100.0,11.94,17000.0,12.12,4600.0,11.93,4000.0
4820,12.030001,12.05,12.01,30.0,50.0,41.0,51.0,19.0,40.0,12.05,15400.0,12.01,15100.0,12.06,17600.0,12.0,2300.0,12.07,18100.0,11.99,17700.0,12.08,11600.0,11.98,10900.0,12.09,3800.0,11.97,13100.0,12.1,15500.0,11.96,12700.0,12.11,5200.0,11.95,11600.0,12.12,4000.0,11.94,10900.0,12.13,17700.0,11.93,18500.0,12.14,14600.0,11.92,7600.0
4821,12.025,12.03,12.02,32.0,55.0,60.0,69.0,67.0,76.0,12.03,7500.0,12.02,15700.0,12.04,1200.0,12.01,7800.0,12.05,11500.0,12.0,1800.0,12.06,16200.0,11.99,8100.0,12.07,16800.0,11.98,3800.0,12.08,1700.0,11.97,9300.0,12.09,19200.0,11.96,2500.0,12.1,3400.0,11.95,15900.0,12.11,3100.0,11.94,12200.0,12.12,1700.0,11.93,1700.0
4822,12.030001,12.04,12.02,65.0,53.0,54.0,11.0,59.0,77.0,12.04,8300.0,12.02,13200.0,12.05,12300.0,12.01,19100.0,12.06,2000.0,12.0,2200.0,12.07,15700.0,11.99,7700.0,12.08,5000.0,11.98,18000.0,12.09,7000.0,11.97,1600.0,12.1,1300.0,11.96,18400.0,12.11,4000.0,11.95,19700.0,12.12,4700.0,11.94,8400.0,12.13,2100.0,11.93,9800.0
4823,12.030001,12.04,12.02,21.0,48.0,66.0,20.0,17.0,0.0,12.04,19200.0,12.02,19700.0,12.05,8000.0,12.01,2100.0,12.06,14100.0,12.0,7000.0,12.07,17500.0,11.99,2200.0,12.08,2800.0,11.98,15100.0,12.09,13300.0,11.97,13300.0,12.1,11300.0,11.96,17400.0,12.11,13700.0,11.95,4600.0,12.12,16200.0,11.94,11300.0,12.13,4400.0,11.93,14500.0
4824,12.030001,12.05,12.01,78.0,79.0,24.0,24.0,45.0,46.0,12.05,13800.0,12.01,6300.0,12.06,4500.0,12.0,17900.0,12.07,17200.0,11.99,4700.0,12.08,14000.0,11.98,3200.0,12.09,18300.0,11.97,6300.0,12.1,4200.0,11.96,16100.0,12.11,19200.0,11.95,14500.0,12.12,18000.0,11.94,17900.0,12.13,6500.0,11.93,12700.0,12.14,14000.0,11.92,18400.0
4825,12.025,12.03,12.02,76.0,21.0,17.0,66.0,68.0,77.0,12.03,11200.0,12.02,11300.0,12.04,16500.0,12.01,18400.0,12.05,2200.0,12.0,17500.0,12.06,8400.0,11.99,9900.0,12.07,9200.0,11.98,1100.0,12.08,11800.0,11.97,19700.0,12.09,14600.0,11.96,10400.0,12.1,1400.0,11.95,15000.0,12.11,13700.0,11.94,9500.0,12.12,7900.0,11.93,7800.0
4826,12.030001,12.04,12.02,47.0,25.0,54.0,73.0,2.0,21.0,12.04,5000.0,12.02,7800.0,12.05,4000.0,12.01,7700.0,12.06,18700.0,12.0,12000.0,12.07,12000.0,11.99,16300.0,12.08,17600.0,11.98,11800.0,12.09,7800.0,11.97,10900.0,12.1,17400.0,11.96,6800.0,12.11,19600.0,11.95,9700.0,12.12,14800.0,11.94,4400.0,12.13,19700.0,11.93,15100.0
4827,12.030001,12.04,12.02,23.0,68.0,8.0,2.0,8.0,25.0,12.04,18000.0,12.02,15800.0,12.05,9100.0,12.01,5500.0,12.06,16200.0,12.0,11700.0,12.07,5600.0,11.99,6400.0,12.08,4500.0,11.98,19500.0,12.09,14300.0,11.97,6600.0,12.1,5100.0,11.96,17400.0,12.11,14700.0,11.95,14300.0,12.12,2200.0,11.94,19300.0,12.13,9300.0,11.93,14600.0
4828,12.030001,12.05,12.01,79.0,14.0,62.0,63.0,65.0,25.0,12.05,4400.0,12.01,12500.0,12.06,2700.0,12.0,9700.0,12.07,5400.0,11.99,9900.0,12.08,17500.0,11.98,1000.0,12.09,9700.0,11.97,19900.0,12.1,19400.0,11.96,11700.0,12.11,13600.0,11.95,12100.0,12.12,9600.0,11.94,4400.0,12.13,16300.0,11.93,9200.0,12.14,17500.0,11.92,5100.0
4829,12.025,12.05,12.0,16.0,65.0,73.0,39.0,5.0,56.0,12.05,4700.0,12.0,5100.0,12.06,13300.0,11.99,11400.0,12.07,13400.0,11.98,5500.0,12.08,7800.0,11.97,13600.0,12.09,10500.0,11.96,8100.0,12.1,7100.0,11.95,8100.0,12.11,6200.0,11.94,14300.0,12.12,4000.0,11.93,13700.0,12.13,2400.0,11.92,8600.0,12.14,10400.0,11.91,18600.0
4830,12.02,12.04,12.0,69.0,19.0,52.0,56.0,29.0,34.0,12.04,13500.0,12.0,7200.0,12.05,8000.0,11.99,14600.0,12.06,17400.0,11.98,16000.0,12.07,18100.0,11.97,5100.0,12.08,10300.0,11.96,10000.0,12.09,8900.0,11.95,1300.0,12.1,5200.0,11.94,7200.0,12.11,8800.0,11.93,6100.0,12.12,7700.0,11.92,15600.0,12.13,7200.0,11.91,5100.0
4831,12.014999,12.03,12.0,34.0,53.0,59.0,59.0,69.0,60.0,12.03,9800.0,12.0,1400.0,12.04,5300.0,11.99,1400.0,12.05,2200.0,11.98,15500.0,12.06,1400.0,11.97,3700.0,12.07,4300.0,11.96,13200.0,12.08,7200.0,11.95,4800.0,12.09,14900.0,11.94,5200.0,12.1,18800.0,11.93,16300.0,12.11,17700.0,11.92,13900.0,12.12,6200.0,11.91,13400.0
4832,12.01,12.02,12.0,68.0,68.0,42.0,53.0,61.0,28.0,12.02,15300.0,12.0,18600.0,12.03,1900.0,11.99,17500.0,12.04,16400.0,11.98,17000.0,12.05,4800.0,11.97,3500.0,12.06,13500.0,11.96,4100.0,12.07,4500.0,11.95,19600.0,12.08,18200.0,11.94,11900.0,12.09,13300.0,11.93,11400.0,12.1,15100.0,11.92,10600.0,12.11,12600.0,11.91,14900.0
4833,12.0,12.02,11.98,24.0,69.0,28.0,69.0,26.0,72.0,12.02,16000.0,11.98,12200.0,12.03,15000.0,11.97,3800.0,12.04,1900.0,11.96,2900.0,12.05,15100.0,11.95,6700.0,12.06,15900.0,11.94,17500.0,12.07,14300.0,11.93,8600.0,12.08,3000.0,11.92,17500.0,12.09,7300.0,11.91,11800.0,12.1,14700.0,11.9,18600.0,12.11,10800.0,11.89,17800.0
4834,12.0,12.0,12.0,57.0,48.0,17.0,17.0,46.0,20.0,12.0,14700.0,12.0,8100.0,12.01,7600.0,11.99,11400.0,12.02,14500.0,11.98,14400.0,12.03,15000.0,11.97,1800.0,12.04,9000.0,11.96,4000.0,12.05,1600.0,11.95,14800.0,12.06,19700.0,11.94,18300.0,12.07,17500.0,11.93,6700.0,12.08,4000.0,11.92,8400.0,12.09,9300.0,11.91,17600.0
4835,11.985,11.99,11.98,58.0,17.0,42.0,2.0,63.0,32.0,11.99,7000.0,11.98,6000.0,12.0,19600.0,11.97,18500.0,12.01,14500.0,11.96,3600.0,12.02,11600.0,11.95,5700.0,12.03,3900.0,11.94,1600.0,12.04,7000.0,11.93,2700.0,12.05,2700.0,11.92,5800.0,12.06,10000.0,11.91,13400.0,12.07,17500.0,11.9,4800.0,12.08,15800.0,11.89,18800.0
4836,11.99,12.0,11.98,29.0,27.0,72.0,41.0,31.0,68.0,12.0,15600.0,11.98,7600.0,12.01,6900.0,11.97,10800.0,12.02,16700.0,11.96,13600.0,12.03,9500.0,11.95,3500.0,12.04,13600.0,11.94,14000.0,12.05,10500.0,11.93,3200.0,12.06,9400.0,11.92,16600.0,12.07,19100.0,11.91,10200.0,12.08,17100.0,11.9,2600.0,12.09,2200.0,11.89,14400.0
4837,11.98,11.99,11.97,2.0,56.0,65.0,63.0,61.0,61.0,11.99,19400.0,11.97,2400.0,12.0,3800.0,11.96,19500.0,12.01,19100.0,11.95,9600.0,12.02,1800.0,11.94,8200.0,12.03,13700.0,11.93,6900.0,12.04,7200.0,11.92,9500.0,12.05,9500.0,11.91,15800.0,12.06,10400.0,11.9,10800.0,12.07,8700.0,11.89,13200.0,12.08,14200.0,11.88,2000.0
4838,11.985001,12.0,11.97,23.0,51.0,29.0,17.0,67.0,29.0,12.0,1700.0,11.97,17100.0,12.01,1900.0,11.96,11000.0,12.02,16800.0,11.95,10900.0,12.03,2600.0,11.94,5700.0,12.04,3900.0,11.93,2400.0,12.05,7600.0,11.92,7300.0,12.06,13400.0,11.91,16500.0,12.07,11900.0,11.9,11300.0,12.08,16200.0,11.89,6000.0,12.09,10000.0,11.88,12200.0
4839,11.985001,12.01,11.96,55.0,23.0,13.0,71.0,54.0,54.0,12.01,16300.0,11.96,7600.0,12.02,10500.0,11.95,5200.0,12.03,6900.0,11.94,15000.0,12.04,17000.0,11.93,4100.0,12.05,19800.0,11.92,12100.0,12.06,19700.0,11.91,14900.0,12.07,3400.0,11.9,2100.0,12.08,18300.0,11.89,14200.0,12.09,17400.0,11.88,1200.0,12.1,4000.0,11.87,16400.0
4840,11.99,12.01,11.97,63.0,45.0,79.0,9.0,54.0,36.0,12.01,17000.0,11.97,6200.0,12.02,19700.0,11.96,3900.0,12.03,6800.0,11.95,3400.0,12.04,11800.0,11.94,9200.0,12.05,12400.0,11.93,6400.0,12.06,11000.0,11.92,9900.0,12.07,6300.0,11.91,17000.0,12.08,17300.0,11.9,2900.0,12.09,6600.0,11.89,5900.0,12.1,6200.0,11.88,3100.0
4841,11.99,12.0,11.98,33.0,75.0,0.0,12.0,16.0,26.0,12.0,8300.0,11.98,13100.0,12.01,8000.0,11.97,12800.0,12.02,2300.0,11.96,17100.0,12.03,10800.0,11.95,14800.0,12.04,10200.0,11.94,14200.0,12.05,11700.0,11.93,4000.0,12.06,5300.0,11.92,16500.0,12.07,7400.0,11.91,1100.0,12.08,10900.0,11.9,14500.0,12.09,17100.0,11.89,16400.0
4842,11.98,11.99,11.97,71.0,4.0,14.0,70.0,67.0,23.0,11.99,18900.0,11.97,5300.0,12.0,14500.0,11.96,6900.0,12.01,17600.0,11.95,5500.0,12.02,14500.0,11.94,16500.0,12.03,12200.0,11.93,8900.0,12.04,9800.0,11.92,7900.0,12.05,3200.0,11.91,10500.0,12.06,12500.0,11.9,14800.0,12.07,2100.0,11.89,13500.0,12.08,6400.0,11.88,14400.0
4843,11.969999,11.99,11.95,62.0,45.0,43.0,4.0,33.0,66.0,11.99,10400.0,11.95,19000.0,12.0,3000.0,11.94,5800.0,12.01,14600.0,11.93,4900.0,12.02,5700.0,11.92,13300.0,12.03,10700.0,11.91,3700.0,12.04,7200.0,11.9,13200.0,12.05,2200.0,11.89,19100.0,12.06,8500.0,11.88,9700.0,12.07,13400.0,11.87,5000.0,12.08,11600.0,11.86,19900.0
